"","CID","PROD_TYPE","PROD_MOD","PROD_MOD2","CITY","CITY2","AGE","GEN","INCOME","LOAN","NUM_FREE_VIS","NUM_PAID_VIS","FREE_AV_US","PAID_AV_US","PAID_AV_TIME","PAID_AV_FD","NUM_OVRCH","VISIT3","VISTIME_23"
"9562","ABC9562","SB","SB2","4","HYD","3","50","0","17.66","0","3","1","2072.12","9353.36","277","5.6","0",NA,NA
"9563","ABC9563","SC","SC4","3","KOL","5","36","0","15.16","1","3","1","1386.89","9786.85","240","6.3","0",NA,NA
"9564","ABC9564","SB","SB5","5","CHE","4","46","1","11.89","0","3","0","1386.55",NA,NA,NA,NA,NA,NA
"9565","ABC9565","SB","SB4","7","MUM","0","36","0","11.8","1","2","2","3696.19","2622.39","158","5.7","0","0",NA
"9566","ABC9566","SB","SB5","5","HYD","3","28","0","7.71","0","3","0","1938.39",NA,NA,NA,NA,NA,NA
"9567","ABC9567","SB","SB3","8","KOL","5","42","1","6.05","0","2","2","4312.15","3040.12","176","6.9","0","0",NA
"9568","ABC9568","SB","SB2","4","CHE","4","39","0","15.76","1","3","0","1840.18",NA,NA,NA,NA,NA,NA
"9569","ABC9569","SB","SB2","4","MUM","0","45","1","8.71","0","3","1","1953.13","7999.5","288","8.1","0",NA,NA
"9570","ABC9570","SC","SC4","3","MUM","0","47","0","22.13","0","3","0","1762.63",NA,NA,NA,NA,NA,NA
"9571","ABC9571","SB","SB5","5","MUM","0","32","1","0","1","3","0","1638.38",NA,NA,NA,NA,NA,NA
"9572","ABC9572","SC","SC4","3","BNG","1","29","0","6.38","1","2","0","3679.64",NA,NA,NA,NA,NA,NA
"9573","ABC9573","SB","SB3","8","KOL","5","25","0","2.56","0","3","1","1141.48","6927.3","233","5.8","0",NA,NA
"9574","ABC9574","SC","SC3","2","MUM","0","35","0","12.48","0","2","1","5181.93","7671.09","331","8.3","0",NA,NA
"9575","ABC9575","SB","SB3","8","MUM","0","39","1","8.29","1","2","1","4440.02","8569.9","265","9.1","1",NA,NA
"9576","ABC9576","SB","SB4","7","HYD","3","45","1","18.55","1","3","1","1862.93","8296.83","267","7.2","0",NA,NA
"9577","ABC9577","SB","SB4","7","KOL","5","37","0","8.44","0","3","2","2241.42","2797.01","147","9.5","0","0",NA
"9578","ABC9578","SC","SC1","0","DEL","2","30","0","5.48","0","3","0","1752.35",NA,NA,NA,NA,NA,NA
"9579","ABC9579","SC","SC1","0","DEL","2","41","0","13.93","1","3","2","1403.12","2676.02","174","8.8","0","0",NA
"9580","ABC9580","SB","SB2","4","BNG","1","37","0","12.45","1","1","1","7393.93","7656.91","291","6.8","0",NA,NA
"9581","ABC9581","SB","SB3","8","BNG","1","47","0","19.84","0","3","0","2206.1",NA,NA,NA,NA,NA,NA
"9582","ABC9582","SC","SC3","2","BNG","1","33","1","3.97","1","2","0","4279.34",NA,NA,NA,NA,NA,NA
"9583","ABC9583","SC","SC2","1","KOL","5","44","0","18.73","1","2","2","4275.73","2832.83","159","7.5","0","0",NA
"9584","ABC9584","SB","SB1","6","MUM","0","41","1","13.32","0","3","1","2140.31","8590.27","217","5.7","0",NA,NA
"9585","ABC9585","SB","SB1","6","KOL","5","33","0","6.18","1","3","1","2399.71","8909.51","246","7.4","0",NA,NA
"9586","ABC9586","SB","SB5","5","CHE","4","47","0","19.58","0","2","0","4069.43",NA,NA,NA,NA,NA,NA
"9587","ABC9587","SB","SB2","4","MUM","0","41","0","14.01","0","3","1","1985.54","6684.67","318","7.8","1",NA,NA
"9588","ABC9588","SC","SC3","2","BNG","1","35","0","14.12","0","2","1","4326.68","8304.88","353","7.2","0",NA,NA
"9589","ABC9589","SC","SC2","1","HYD","3","48","1","15.11","1","3","2","1789.05","2580.62","219","5","0","0",NA
"9590","ABC9590","SB","SB2","4","DEL","2","39","0","17.33","0","3","1","1531.2","8936.63","241","6.9","1",NA,NA
"9591","ABC9591","SB","SB1","6","KOL","5","38","1","10.81","0","3","1","1398.07","9074.38","326","6.3","0",NA,NA
"9592","ABC9592","SB","SB2","4","CHE","4","36","0","12.98","1","2","2","3864.62","2913.63","177","3.8","0","0",NA
"9593","ABC9593","SC","SC4","3","HYD","3","48","0","18.64","0","2","1","3362.41","8376.36","299","6","0",NA,NA
"9594","ABC9594","SC","SC3","2","KOL","5","45","0","22.23","0","3","1","1714.67","9176.46","293","7.1","1",NA,NA
"9595","ABC9595","SB","SB1","6","BNG","1","30","0","9.99","0","1","2","4258.57","2812.91","209","6.5","0","0",NA
"9596","ABC9596","SB","SB5","5","CHE","4","41","0","13.56","1","2","2","4634.19","2341.23","205","8.6","1","0",NA
"9597","ABC9597","SC","SC4","3","DEL","2","40","1","11.29","1","3","2","1812.34","3897.84","168","6","0","0",NA
"9598","ABC9598","SC","SC3","2","DEL","2","45","0","16.19","0","3","1","2459.6","7797.32","269","6.3","0",NA,NA
"9599","ABC9599","SB","SB2","4","MUM","0","35","0","10.16","1","3","2","1953.44","2753.73","219","5.9","0","0",NA
"9600","ABC9600","SC","SC4","3","DEL","2","44","0","14.85","1","2","1","4792.51","9490.69","281","8.4","0",NA,NA
"9601","ABC9601","SC","SC2","1","DEL","2","45","0","18.1","1","2","2","2513.06","2924.03","142","6.4","0","0",NA
"9602","ABC9602","SC","SC4","3","DEL","2","44","0","16.98","1","2","1","3983.08","6251.27","217","6.9","0",NA,NA
"9603","ABC9603","SC","SC3","2","HYD","3","39","1","5.36","1","3","0","1820.5",NA,NA,NA,NA,NA,NA
"9604","ABC9604","SC","SC2","1","DEL","2","46","1","18.9","1","3","1","1800.17","7601.48","312","6.1","0",NA,NA
"9605","ABC9605","SB","SB2","4","BNG","1","48","0","20.94","0","3","0","1562.26",NA,NA,NA,NA,NA,NA
"9606","ABC9606","SB","SB2","4","HYD","3","34","0","8.04","0","3","1","1947.27","8558.37","275","6","0",NA,NA
"9607","ABC9607","SB","SB5","5","DEL","2","31","1","2.2","0","3","1","1964.9","7225.18","191","6.6","1",NA,NA
"9608","ABC9608","SC","SC1","0","HYD","3","37","0","9.72","1","3","2","1914.7","2065.63","143","7.1","0","0",NA
"9609","ABC9609","SC","SC2","1","KOL","5","38","0","12.42","1","3","1","1501.07","8615.43","282","7.5","0",NA,NA
"9610","ABC9610","SB","SB3","8","HYD","3","51","0","21.2","0","3","0","2492.64",NA,NA,NA,NA,NA,NA
"9611","ABC9611","SC","SC3","2","BNG","1","38","1","4.3","0","2","2","4232.13","3327.5","185","7.8","0","0",NA
"9612","ABC9612","SB","SB1","6","BNG","1","30","0","5.66","1","2","0","3937.85",NA,NA,NA,NA,NA,NA
"9613","ABC9613","SB","SB1","6","BNG","1","34","0","14.77","0","3","0","2448.62",NA,NA,NA,NA,NA,NA
"9614","ABC9614","SB","SB4","7","CHE","4","33","0","6.82","0","3","2","2609.4","3960.19","186","4.5","1","0",NA
"9615","ABC9615","SC","SC2","1","MUM","0","47","0","17.14","0","3","1","1836.98","7312.08","251","6.8","0",NA,NA
"9616","ABC9616","SC","SC1","0","HYD","3","46","0","19.73","0","2","1","4698.09","6685.41","288","6.7","1",NA,NA
"9617","ABC9617","SC","SC4","3","HYD","3","39","1","3.3","0","3","1","2108.32","7801.19","296","6","0",NA,NA
"9618","ABC9618","SC","SC3","2","KOL","5","43","0","12.21","1","1","2","5192.27","2700","253","8.3","1","0",NA
"9619","ABC9619","SC","SC2","1","DEL","2","44","1","11.74","1","3","0","1691.12",NA,NA,NA,NA,NA,NA
"9620","ABC9620","SC","SC3","2","BNG","1","38","0","12.96","1","2","1","6348.62","6578.39","297","7.9","0",NA,NA
"9621","ABC9621","SC","SC1","0","MUM","0","31","0","5.72","0","3","1","2409.62","7212.76","266","6.5","1",NA,NA
"9622","ABC9622","SC","SC2","1","BNG","1","52","0","18.66","1","3","1","2001.79","8206.21","245","7.6","1",NA,NA
"9623","ABC9623","SB","SB1","6","DEL","2","43","1","10.31","1","3","1","2913.81","9705.02","350","5.9","0",NA,NA
"9624","ABC9624","SC","SC1","0","KOL","5","39","0","16.23","1","3","1","2218.44","7032.68","238","5.7","0",NA,NA
"9625","ABC9625","SC","SC4","3","DEL","2","38","0","14.31","0","3","1","2753.45","6686.01","233","7","0",NA,NA
"9626","ABC9626","SB","SB3","8","HYD","3","32","0","8.07","0","3","1","2031.14","6720.62","183","7.6","0",NA,NA
"9627","ABC9627","SC","SC4","3","HYD","3","34","0","9.59","0","2","0","3624.79",NA,NA,NA,NA,NA,NA
"9628","ABC9628","SC","SC3","2","DEL","2","40","0","16.45","0","3","2","1312.19","3654.69","159","7.9","0","0",NA
"9629","ABC9629","SB","SB3","8","KOL","5","50","1","19.79","0","2","1","4412.26","8945.52","234","7","0",NA,NA
"9630","ABC9630","SB","SB1","6","CHE","4","38","0","8.09","0","2","1","3822.89","6529.56","268","8.6","0",NA,NA
"9631","ABC9631","SB","SB3","8","BNG","1","40","0","14.48","0","2","2","3682.88","3901.96","154","6.7","0","0",NA
"9632","ABC9632","SC","SC2","1","MUM","0","42","0","18.04","1","2","1","2997.53","7884.28","248","7.1","0",NA,NA
"9633","ABC9633","SC","SC1","0","DEL","2","50","0","18.29","1","2","0","3873.99",NA,NA,NA,NA,NA,NA
"9634","ABC9634","SB","SB4","7","CHE","4","45","0","19.78","0","2","1","3543.77","7970.31","288","7.8","0",NA,NA
"9635","ABC9635","SB","SB4","7","MUM","0","48","0","19.28","1","3","1","1981.61","9699.32","226","5.7","0",NA,NA
"9636","ABC9636","SC","SC3","2","DEL","2","41","0","13.66","1","3","2","1924.1","3434.43","217","7.1","0","0",NA
"9637","ABC9637","SB","SB1","6","HYD","3","48","0","20.78","0","2","2","4177.14","2263.25","195","6.6","0","0",NA
"9638","ABC9638","SB","SB4","7","KOL","5","32","1","0","1","3","0","1469.65",NA,NA,NA,NA,NA,NA
"9639","ABC9639","SC","SC1","0","MUM","0","41","0","12.98","1","3","0","2214",NA,NA,NA,NA,NA,NA
"9640","ABC9640","SC","SC1","0","MUM","0","39","0","15.25","0","2","1","3186.08","7441.7","291","7.5","0",NA,NA
"9641","ABC9641","SC","SC3","2","BNG","1","37","1","8.44","0","3","0","1867.52",NA,NA,NA,NA,NA,NA
"9642","ABC9642","SC","SC3","2","HYD","3","42","0","14.93","0","2","1","2715.48","8361.66","264","6.2","0",NA,NA
"9643","ABC9643","SC","SC1","0","BNG","1","37","0","13.97","1","2","1","4635.82","9633.47","262","6","0",NA,NA
"9644","ABC9644","SB","SB4","7","MUM","0","40","0","10.76","1","2","2","3746.04","2367.09","165","7.1","0","1","354"
"9645","ABC9645","SB","SB1","6","CHE","4","29","0","7.56","0","2","0","3935.85",NA,NA,NA,NA,NA,NA
"9646","ABC9646","SC","SC2","1","HYD","3","30","0","14.32","1","3","2","1673.12","2540.18","208","8.3","0","0",NA
"9647","ABC9647","SB","SB3","8","DEL","2","35","0","10.27","1","3","2","1288.85","3874.47","170","5.8","0","1","324"
"9648","ABC9648","SC","SC4","3","KOL","5","45","1","8.85","1","3","1","1527.9","6970.35","270","7.2","0",NA,NA
"9649","ABC9649","SC","SC1","0","MUM","0","31","0","5.23","1","2","2","3701.5","2681.42","181","8.6","0","0",NA
"9650","ABC9650","SC","SC1","0","HYD","3","42","0","15.69","0","3","0","1128.9",NA,NA,NA,NA,NA,NA
"9651","ABC9651","SC","SC4","3","KOL","5","37","0","11.14","0","1","1","5809.3","6956.8","291","7.9","0",NA,NA
"9652","ABC9652","SB","SB3","8","BNG","1","43","0","15.12","1","3","2","1905.76","2139.33","153","6.1","1","0",NA
"9653","ABC9653","SC","SC4","3","BNG","1","44","0","22.54","0","3","2","1745.28","3250.54","175","8.4","0","1","335"
"9654","ABC9654","SC","SC2","1","CHE","4","43","0","15.29","0","3","1","1524.19","8003.15","257","8","0",NA,NA
"9655","ABC9655","SC","SC2","1","DEL","2","41","0","20.17","0","3","1","1550.95","7729.4","176","6.9","0",NA,NA
"9656","ABC9656","SC","SC1","0","DEL","2","39","0","12.42","1","3","1","1985.2","10953.74","257","5.8","0",NA,NA
"9657","ABC9657","SB","SB3","8","BNG","1","44","1","10.86","0","2","1","4289.2","7680.36","240","7.3","0",NA,NA
"9658","ABC9658","SC","SC1","0","KOL","5","42","0","16.62","1","3","1","1648.46","9172.92","267","6.4","1",NA,NA
"9659","ABC9659","SB","SB1","6","BNG","1","38","0","9.12","0","3","1","2103.6","7385.45","293","7","0",NA,NA
"9660","ABC9660","SB","SB3","8","HYD","3","39","0","10.63","0","3","1","2492.8","6703.17","292","4.7","0",NA,NA
"9661","ABC9661","SC","SC3","2","MUM","0","42","0","19.25","0","2","1","4229.08","7445.62","231","7.2","1",NA,NA
"9662","ABC9662","SC","SC1","0","DEL","2","42","0","12.42","0","3","1","2094.61","7093.23","190","6.7","0",NA,NA
"9663","ABC9663","SC","SC4","3","DEL","2","38","0","7.99","0","3","1","2060.71","5790.92","272","5.7","0",NA,NA
"9664","ABC9664","SC","SC4","3","KOL","5","40","1","11.1","0","3","1","2047.74","7304.26","281","6.3","0",NA,NA
"9665","ABC9665","SC","SC4","3","HYD","3","39","0","12.63","1","2","0","4056.29",NA,NA,NA,NA,NA,NA
"9666","ABC9666","SC","SC2","1","DEL","2","41","0","16.43","0","2","1","4449.58","10478.81","257","5.9","0",NA,NA
"9667","ABC9667","SC","SC2","1","MUM","0","45","0","17.23","0","3","1","1974.32","6834.5","265","6.6","1",NA,NA
"9668","ABC9668","SC","SC2","1","BNG","1","39","0","12.03","0","3","2","1374.05","3771.98","159","7.7","0","1","322"
"9669","ABC9669","SB","SB1","6","HYD","3","31","0","4.6","1","1","1","4400.22","8327.59","266","6.2","0",NA,NA
"9670","ABC9670","SC","SC2","1","BNG","1","42","0","14.41","1","3","1","2089.37","8182.49","282","6.1","0",NA,NA
"9671","ABC9671","SB","SB4","7","BNG","1","39","0","10.79","0","2","2","4355.88","2898.82","177","6.4","0","0",NA
"9672","ABC9672","SB","SB2","4","HYD","3","37","0","17.4","1","3","1","2466.82","9192.65","304","9.4","0",NA,NA
"9673","ABC9673","SB","SB2","4","MUM","0","36","0","13.69","0","2","1","3199.42","5595.31","213","7.5","0",NA,NA
"9674","ABC9674","SC","SC3","2","BNG","1","44","0","16.73","0","3","1","1944.65","7932.27","303","8.5","0",NA,NA
"9675","ABC9675","SC","SC1","0","HYD","3","48","0","19.87","1","2","2","3492.74","2916.42","225","8","0","0",NA
"9676","ABC9676","SB","SB4","7","CHE","4","31","1","3.11","0","3","1","2073.03","9295.8","323","7.4","0",NA,NA
"9677","ABC9677","SC","SC3","2","MUM","0","50","0","21.56","0","3","2","2328.31","2673.6","151","8","0","0",NA
"9678","ABC9678","SC","SC3","2","CHE","4","38","1","8.02","1","2","1","4088.87","8611.82","264","5.8","0",NA,NA
"9679","ABC9679","SB","SB3","8","KOL","5","38","0","9.03","0","2","1","2907.4","7671.61","289","7.4","1",NA,NA
"9680","ABC9680","SC","SC4","3","HYD","3","51","0","15.51","0","2","1","4535.5","10822.02","186","5.4","1",NA,NA
"9681","ABC9681","SC","SC3","2","MUM","0","44","0","16.21","1","2","1","3889.12","8403.6","239","7.7","0",NA,NA
"9682","ABC9682","SB","SB5","5","BNG","1","40","0","13.58","0","3","1","2207.08","8104.08","274","6.9","0",NA,NA
"9683","ABC9683","SB","SB3","8","DEL","2","39","1","9.5","0","2","0","3671.76",NA,NA,NA,NA,NA,NA
"9684","ABC9684","SB","SB3","8","BNG","1","39","0","14.74","0","3","0","1599.87",NA,NA,NA,NA,NA,NA
"9685","ABC9685","SC","SC3","2","MUM","0","44","0","15.55","1","3","1","1821.31","8673.19","258","6.7","0",NA,NA
"9686","ABC9686","SC","SC1","0","MUM","0","37","0","8.91","1","3","0","1787.11",NA,NA,NA,NA,NA,NA
"9687","ABC9687","SC","SC4","3","BNG","1","31","0","4.55","0","3","1","2111.67","7652.67","282","6.7","0",NA,NA
"9688","ABC9688","SC","SC1","0","MUM","0","32","0","11.02","0","2","1","3657.29","6967.39","236","7.7","0",NA,NA
"9689","ABC9689","SC","SC2","1","BNG","1","40","1","11.66","0","3","0","1878.86",NA,NA,NA,NA,NA,NA
"9690","ABC9690","SC","SC1","0","MUM","0","35","1","7.99","1","3","1","1754.24","7881.9","345","8.5","0",NA,NA
"9691","ABC9691","SC","SC3","2","KOL","5","36","0","8.74","0","2","1","3683.76","8618.02","259","6.5","0",NA,NA
"9692","ABC9692","SC","SC3","2","MUM","0","43","0","16.37","1","2","2","4032.36","2799.36","187","6.5","0","0",NA
"9693","ABC9693","SB","SB2","4","DEL","2","40","1","5.5","1","3","2","2056.15","2509.88","177","8","0","0",NA
"9694","ABC9694","SC","SC3","2","KOL","5","39","0","13.3","1","2","1","4716","7693.2","277","6.8","0",NA,NA
"9695","ABC9695","SC","SC2","1","KOL","5","48","0","17.15","1","3","2","1400.28","3028.64","183","7.7","1","0",NA
"9696","ABC9696","SB","SB5","5","KOL","5","35","0","12.7","0","3","1","1388.27","6766.19","203","6.6","0",NA,NA
"9697","ABC9697","SC","SC4","3","KOL","5","39","0","13.5","0","3","1","1630.84","6998.85","388","5.6","0",NA,NA
"9698","ABC9698","SB","SB2","4","KOL","5","46","0","16.08","1","3","1","2493.36","7654.65","235","7.2","1",NA,NA
"9699","ABC9699","SC","SC3","2","CHE","4","44","0","15.59","1","2","2","3764.76","3269.08","195","7","0","0",NA
"9700","ABC9700","SB","SB2","4","KOL","5","38","0","10.69","1","2","1","4461.6","8767.73","257","6.9","0",NA,NA
"9701","ABC9701","SB","SB3","8","KOL","5","33","0","14.76","0","3","0","2211.89",NA,NA,NA,NA,NA,NA
"9702","ABC9702","SB","SB4","7","MUM","0","45","0","15.17","1","3","1","1914.34","7826.19","326","8.4","1",NA,NA
"9703","ABC9703","SB","SB4","7","MUM","0","36","0","14.27","0","1","2","4856.97","2244.68","187","5.8","2","0",NA
"9704","ABC9704","SC","SC4","3","KOL","5","35","1","6.25","0","3","1","2597.94","7630.1","249","7","0",NA,NA
"9705","ABC9705","SC","SC4","3","CHE","4","39","0","6.61","1","2","2","3165.12","3327.97","224","5.6","0","0",NA
"9706","ABC9706","SC","SC1","0","BNG","1","31","0","13.14","0","3","0","1914.52",NA,NA,NA,NA,NA,NA
"9707","ABC9707","SB","SB5","5","MUM","0","44","0","16.77","1","3","0","1871.19",NA,NA,NA,NA,NA,NA
"9708","ABC9708","SB","SB5","5","DEL","2","46","0","15.49","0","3","1","2594.33","7002.62","271","6.8","0",NA,NA
"9709","ABC9709","SB","SB1","6","BNG","1","41","0","11.24","0","3","1","2116.85","10029.19","309","7.9","1",NA,NA
"9710","ABC9710","SC","SC2","1","CHE","4","44","0","15.19","1","3","1","2370.87","9856.12","262","5.8","0",NA,NA
"9711","ABC9711","SB","SB3","8","MUM","0","44","1","14.45","0","2","1","4681.72","7060.2","308","6.6","0",NA,NA
"9712","ABC9712","SC","SC3","2","DEL","2","41","1","12.43","0","3","0","2649.39",NA,NA,NA,NA,NA,NA
"9713","ABC9713","SB","SB2","4","BNG","1","35","0","10.93","1","3","1","2455.72","9126.19","273","4.2","0",NA,NA
"9714","ABC9714","SB","SB5","5","KOL","5","44","1","16.12","0","3","2","2100.59","3468.26","209","6.7","1","0",NA
"9715","ABC9715","SB","SB5","5","CHE","4","51","0","19.37","1","1","0","7446.94",NA,NA,NA,NA,NA,NA
"9716","ABC9716","SB","SB3","8","MUM","0","38","0","17.28","1","3","1","1875.76","9972.99","316","5.9","0",NA,NA
"9717","ABC9717","SC","SC1","0","KOL","5","43","0","16.69","1","2","0","4446.38",NA,NA,NA,NA,NA,NA
"9718","ABC9718","SC","SC4","3","CHE","4","42","0","15.5","1","2","2","2237.37","3796.96","193","8.4","0","0",NA
"9719","ABC9719","SC","SC2","1","KOL","5","39","0","6.24","1","2","0","3486.49",NA,NA,NA,NA,NA,NA
"9720","ABC9720","SC","SC2","1","BNG","1","46","0","22.36","0","3","0","2192.6",NA,NA,NA,NA,NA,NA
"9721","ABC9721","SC","SC1","0","KOL","5","46","0","15.48","0","2","1","5062.65","7460.09","239","5.6","1",NA,NA
"9722","ABC9722","SC","SC1","0","KOL","5","43","0","11.75","1","3","0","2300.35",NA,NA,NA,NA,NA,NA
"9723","ABC9723","SC","SC3","2","DEL","2","43","0","18.43","0","3","1","2551.35","9618.41","289","5.5","0",NA,NA
"9724","ABC9724","SC","SC3","2","DEL","2","39","1","13.51","1","3","1","2511.97","7126.89","258","6.3","0",NA,NA
"9725","ABC9725","SC","SC4","3","MUM","0","36","1","6.09","1","2","0","4202.16",NA,NA,NA,NA,NA,NA
"9726","ABC9726","SB","SB4","7","HYD","3","33","0","8.45","1","3","1","2054","7521","257","8.2","0",NA,NA
"9727","ABC9727","SB","SB1","6","CHE","4","38","0","11.74","1","3","1","977.69","8658.21","290","7.1","0",NA,NA
"9728","ABC9728","SC","SC4","3","HYD","3","36","0","9.67","0","2","2","3772.81","4126.71","187","8.8","1","0",NA
"9729","ABC9729","SC","SC1","0","MUM","0","47","1","13.88","0","3","1","1528.69","6489.57","349","8.2","0",NA,NA
"9730","ABC9730","SB","SB1","6","KOL","5","51","0","24.86","0","3","1","1651.74","7157.91","197","7.7","0",NA,NA
"9731","ABC9731","SB","SB1","6","HYD","3","34","0","14.64","1","2","2","3818.78","2386.91","201","7","0","0",NA
"9732","ABC9732","SB","SB4","7","KOL","5","37","0","11.67","1","3","1","2204.12","8192.63","231","5.6","0",NA,NA
"9733","ABC9733","SC","SC3","2","BNG","1","47","0","13.15","1","3","0","2368.99",NA,NA,NA,NA,NA,NA
"9734","ABC9734","SC","SC1","0","DEL","2","45","0","20.6","0","1","2","5960.41","3167.32","188","8.6","1","0",NA
"9735","ABC9735","SB","SB3","8","DEL","2","48","0","20.39","0","3","2","1759.05","2670.14","195","6.8","0","0",NA
"9736","ABC9736","SB","SB2","4","HYD","3","39","1","9.01","0","3","1","1630.51","7786.31","261","7.7","1",NA,NA
"9737","ABC9737","SC","SC1","0","CHE","4","40","0","15.27","1","2","1","3677.16","7851.99","250","5.7","0",NA,NA
"9738","ABC9738","SB","SB2","4","KOL","5","33","1","8.83","0","2","0","4793.62",NA,NA,NA,NA,NA,NA
"9739","ABC9739","SC","SC2","1","CHE","4","43","0","16.3","1","3","0","1610.93",NA,NA,NA,NA,NA,NA
"9740","ABC9740","SB","SB1","6","KOL","5","42","1","9.02","1","1","2","5919.48","3082.78","209","6.8","0","0",NA
"9741","ABC9741","SC","SC2","1","HYD","3","41","1","11.61","1","1","1","3811.77","7680.94","263","7.1","0",NA,NA
"9742","ABC9742","SB","SB3","8","CHE","4","44","0","15.73","1","1","2","6871.17","2906.14","203","7.4","0","0",NA
"9743","ABC9743","SB","SB1","6","CHE","4","39","0","12.47","0","3","2","1839.71","3663.25","167","6.1","1","0",NA
"9744","ABC9744","SB","SB2","4","BNG","1","39","0","15.73","0","3","1","1953.34","7674.92","261","5.8","1",NA,NA
"9745","ABC9745","SB","SB1","6","HYD","3","42","1","9.29","1","2","2","3582.18","1984.36","163","5.3","1","0",NA
"9746","ABC9746","SC","SC3","2","CHE","4","28","1","0","1","3","0","2052.58",NA,NA,NA,NA,NA,NA
"9747","ABC9747","SC","SC3","2","MUM","0","42","0","14.6","1","3","1","2480.11","9112.96","293","7.4","0",NA,NA
"9748","ABC9748","SC","SC3","2","MUM","0","44","1","9.33","0","2","0","4156.85",NA,NA,NA,NA,NA,NA
"9749","ABC9749","SB","SB4","7","HYD","3","32","1","4.81","1","3","1","1582.38","9230.55","343","5.8","0",NA,NA
"9750","ABC9750","SB","SB3","8","BNG","1","41","0","16.08","0","3","0","1419.65",NA,NA,NA,NA,NA,NA
"9751","ABC9751","SC","SC1","0","KOL","5","30","0","6.16","1","2","1","4022.58","9389.38","213","7","0",NA,NA
"9752","ABC9752","SB","SB3","8","DEL","2","37","1","6.59","1","2","1","3194.77","5899.41","306","7.2","0",NA,NA
"9753","ABC9753","SC","SC3","2","BNG","1","37","0","13.71","1","3","1","2002.71","6983.27","291","7.7","0",NA,NA
